transactionType,transactionAmount,Order Invoice Date,orderId,invoiceNumbr,Hsn Code,Marketplace Trasaction Type,cgst,sgst,igst,taxRate
Courier Fee,60,06-NOV-2025,67761145744,S0D3E8/25/1718,71131110,COD Vendor Invoice,0,0,9.38,0.18
Marketing Fee,-29.46,06-NOV-2025,67761145744,S0D3E8/25/1718,71131110,NCOD Vendor Invoice,0,0,9.38,0.18
Payment Collection Fee,21.58,06-NOV-2025,67761145744,S0D3E8/25/1718,71131110,COD Vendor Invoice,0,0,9.38,0.18
Courier Fee,60,16-NOV-2025,67949604933,S0D3E8/25/1834,71131110,COD Vendor Invoice,0,0,10.45,0.18
Marketing Fee,-21.95,16-NOV-2025,67949604933,S0D3E8/25/1834,71131110,NCOD Vendor Invoice,0,0,10.45,0.18
Payment Collection Fee,20,16-NOV-2025,67949604933,S0D3E8/25/1834,71131110,COD Vendor Invoice,0,0,10.45,0.18
Courier Fee,60,28-OCT-2025,67568413594,S0D3E8/25/1555,71131110,COD Vendor Invoice,0,0,10.3,0.18
Marketing Fee,-22.8,28-OCT-2025,67568413594,S0D3E8/25/1555,71131110,NCOD Vendor Invoice,0,0,10.3,0.18
Payment Collection Fee,20,28-OCT-2025,67568413594,S0D3E8/25/1555,71131110,COD Vendor Invoice,0,0,10.3,0.18
Courier Fee,60,28-SEP-2025,67028981849,S0D3E8/25/1210,71131110,COD Vendor Invoice,0,0,0.14,0.18
Marketing Fee,-79.2,28-SEP-2025,67028981849,S0D3E8/25/1210,71131110,NCOD Vendor Invoice,0,0,0.14,0.18
Payment Collection Fee,20,28-SEP-2025,67028981849,S0D3E8/25/1210,71131110,COD Vendor Invoice,0,0,0.14,0.18
Courier Fee,60,10-NOV-2025,67855788165,S0D3E8/25/1757,71131110,COD Vendor Invoice,0,0,6.48,0.18
Marketing Fee,-43.98,10-NOV-2025,67855788165,S0D3E8/25/1757,71131110,NCOD Vendor Invoice,0,0,6.48,0.18
Payment Collection Fee,20,10-NOV-2025,67855788165,S0D3E8/25/1757,71131110,COD Vendor Invoice,0,0,6.48,0.18
Courier Fee,-60,05-DEC-2025,68291557259,S0D3E8/25/2004,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,05-DEC-2025,68291557259,S0D3E8/25/2004,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,05-DEC-2025,68291557259,S0D3E8/25/2004,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,05-DEC-2025,68296101540,S0D3E8/25/2005,71171100,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,05-DEC-2025,68296101540,S0D3E8/25/2005,71171100,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,05-DEC-2025,68296101540,S0D3E8/25/2005,71171100,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,05-DEC-2025,68286172259,S0D3E8/25/1999,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,05-DEC-2025,68286172259,S0D3E8/25/1999,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,05-DEC-2025,68286172259,S0D3E8/25/1999,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,05-DEC-2025,68287636917,S0D3E8/25/2001,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,05-DEC-2025,68287636917,S0D3E8/25/2001,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,05-DEC-2025,68287636917,S0D3E8/25/2001,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,05-DEC-2025,68283869984,S0D3E8/25/1997,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,05-DEC-2025,68283869984,S0D3E8/25/1997,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,05-DEC-2025,68283869984,S0D3E8/25/1997,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68338508749,S0D3E8/25/2020,71131110,COD Vendor Invoice,0,0,-6.64,0.18
Marketing Fee,43.14,06-DEC-2025,68338508749,S0D3E8/25/2020,71131110,NCOD Vendor Invoice,0,0,-6.64,0.18
Payment Collection Fee,-20,06-DEC-2025,68338508749,S0D3E8/25/2020,71131110,COD Vendor Invoice,0,0,-6.64,0.18
Courier Fee,-60,06-DEC-2025,68333094412,S0D3E8/25/2018,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68333094412,S0D3E8/25/2018,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68333094412,S0D3E8/25/2018,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68303433919,S0D3E8/25/2011,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68303433919,S0D3E8/25/2011,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68303433919,S0D3E8/25/2011,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68340879098,S0D3E8/25/2021,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68340879098,S0D3E8/25/2021,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68340879098,S0D3E8/25/2021,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68311078846,S0D3E8/25/2013,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68311078846,S0D3E8/25/2013,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68311078846,S0D3E8/25/2013,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68304306536,S0D3E8/25/2012,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68304306536,S0D3E8/25/2012,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68304306536,S0D3E8/25/2012,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68317251344,S0D3E8/25/2016,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68317251344,S0D3E8/25/2016,71131110,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68317251344,S0D3E8/25/2016,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68302514616,S0D3E8/25/2010,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,06-DEC-2025,68302514616,S0D3E8/25/2010,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,06-DEC-2025,68302514616,S0D3E8/25/2010,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,06-DEC-2025,68312234900,S0D3E8/25/2014,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68312234900,S0D3E8/25/2014,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68312234900,S0D3E8/25/2014,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68300512170,S0D3E8/25/2009,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68300512170,S0D3E8/25/2009,71131110,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68300512170,S0D3E8/25/2009,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68322837510,S0D3E8/25/2017,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68322837510,S0D3E8/25/2017,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68322837510,S0D3E8/25/2017,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,05-DEC-2025,68311381123,S0D3E8/25/2007,71131110,COD Vendor Invoice,0,0,-8.77,0.18
Marketing Fee,31.27,05-DEC-2025,68311381123,S0D3E8/25/2007,71131110,NCOD Vendor Invoice,0,0,-8.77,0.18
Payment Collection Fee,-20,05-DEC-2025,68311381123,S0D3E8/25/2007,71131110,COD Vendor Invoice,0,0,-8.77,0.18
Courier Fee,-60,05-DEC-2025,68307796110,S0D3E8/25/2006,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,05-DEC-2025,68307796110,S0D3E8/25/2006,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,05-DEC-2025,68307796110,S0D3E8/25/2006,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,06-DEC-2025,68313001693,S0D3E8/25/2015,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,06-DEC-2025,68313001693,S0D3E8/25/2015,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,06-DEC-2025,68313001693,S0D3E8/25/2015,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,05-DEC-2025,68280492292,S0D3E8/25/1996,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,05-DEC-2025,68280492292,S0D3E8/25/1996,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,05-DEC-2025,68280492292,S0D3E8/25/1996,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,05-DEC-2025,68286315974,S0D3E8/25/2000,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,05-DEC-2025,68286315974,S0D3E8/25/2000,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,05-DEC-2025,68286315974,S0D3E8/25/2000,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,05-DEC-2025,68291285693,S0D3E8/25/2003,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,05-DEC-2025,68291285693,S0D3E8/25/2003,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,05-DEC-2025,68291285693,S0D3E8/25/2003,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,05-DEC-2025,68287986503,S0D3E8/25/2002,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,05-DEC-2025,68287986503,S0D3E8/25/2002,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,05-DEC-2025,68287986503,S0D3E8/25/2002,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,05-DEC-2025,68285388363,S0D3E8/25/1998,70181090,COD Vendor Invoice,0,0,-10.6,0.18
Marketing Fee,21.1,05-DEC-2025,68285388363,S0D3E8/25/1998,70181090,NCOD Vendor Invoice,0,0,-10.6,0.18
Payment Collection Fee,-20,05-DEC-2025,68285388363,S0D3E8/25/1998,70181090,COD Vendor Invoice,0,0,-10.6,0.18
Courier Fee,-60,06-DEC-2025,68337170967,S0D3E8/25/2019,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,06-DEC-2025,68337170967,S0D3E8/25/2019,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,06-DEC-2025,68337170967,S0D3E8/25/2019,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,-60,06-DEC-2025,68298731613,S0D3E8/25/2008,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,06-DEC-2025,68298731613,S0D3E8/25/2008,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,06-DEC-2025,68298731613,S0D3E8/25/2008,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,06-DEC-2025,68337015646,S0D3E8/25/2019,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,06-DEC-2025,68337015646,S0D3E8/25/2019,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,06-DEC-2025,68337015646,S0D3E8/25/2019,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,60,13-NOV-2025,67927474048,S0D3E8/25/1804,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,13-NOV-2025,67927474048,S0D3E8/25/1804,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,13-NOV-2025,67927474048,S0D3E8/25/1804,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,14-NOV-2025,67937754517,S0D3E8/25/1825,71171100,COD Vendor Invoice,0,0,7.86,0.18
Marketing Fee,-36.36,14-NOV-2025,67937754517,S0D3E8/25/1825,71171100,NCOD Vendor Invoice,0,0,7.86,0.18
Payment Collection Fee,20,14-NOV-2025,67937754517,S0D3E8/25/1825,71171100,COD Vendor Invoice,0,0,7.86,0.18
Courier Fee,60,17-NOV-2025,67967991951,S0D3E8/25/1843,70181090,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,17-NOV-2025,67967991951,S0D3E8/25/1843,70181090,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,17-NOV-2025,67967991951,S0D3E8/25/1843,70181090,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,05-NOV-2025,67734822977,S0D3E8/25/1699,70181010,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,05-NOV-2025,67734822977,S0D3E8/25/1699,70181010,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,05-NOV-2025,67734822977,S0D3E8/25/1699,70181010,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,04-NOV-2025,67724904271,S0D3E8/25/1692,71171100,COD Vendor Invoice,0,0,7.7,0.18
Marketing Fee,-37.2,04-NOV-2025,67724904271,S0D3E8/25/1692,71171100,NCOD Vendor Invoice,0,0,7.7,0.18
Payment Collection Fee,20,04-NOV-2025,67724904271,S0D3E8/25/1692,71171100,COD Vendor Invoice,0,0,7.7,0.18
Courier Fee,-60,08-DEC-2025,68364397730,S0D3E8/25/2033,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,08-DEC-2025,68364397730,S0D3E8/25/2033,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,08-DEC-2025,68364397730,S0D3E8/25/2033,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,-60,08-DEC-2025,68323408588,S0D3E8/25/2022,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68323408588,S0D3E8/25/2022,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68323408588,S0D3E8/25/2022,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68373409774,S0D3E8/25/2034,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68373409774,S0D3E8/25/2034,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68373409774,S0D3E8/25/2034,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68375988627,S0D3E8/25/2036,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68375988627,S0D3E8/25/2036,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68375988627,S0D3E8/25/2036,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,60,22-NOV-2025,68083382050,S0D3E8/25/1885,71131110,COD Vendor Invoice,0,0,11.06,0.18
Marketing Fee,-18.56,22-NOV-2025,68083382050,S0D3E8/25/1885,71131110,NCOD Vendor Invoice,0,0,11.06,0.18
Payment Collection Fee,20,22-NOV-2025,68083382050,S0D3E8/25/1885,71131110,COD Vendor Invoice,0,0,11.06,0.18
Courier Fee,60,10-NOV-2025,67820900573,S0D3E8/25/1752,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,10-NOV-2025,67820900573,S0D3E8/25/1752,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,10-NOV-2025,67820900573,S0D3E8/25/1752,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,12-NOV-2025,67879855218,S0D3E8/25/1776,71171100,COD Vendor Invoice,0,0,7.25,0.18
Marketing Fee,-39.75,12-NOV-2025,67879855218,S0D3E8/25/1776,71171100,NCOD Vendor Invoice,0,0,7.25,0.18
Payment Collection Fee,20,12-NOV-2025,67879855218,S0D3E8/25/1776,71171100,COD Vendor Invoice,0,0,7.25,0.18
Courier Fee,60,12-NOV-2025,67892161700,S0D3E8/25/1779,71171100,COD Vendor Invoice,0,0,10.3,0.18
Marketing Fee,-22.8,12-NOV-2025,67892161700,S0D3E8/25/1779,71171100,NCOD Vendor Invoice,0,0,10.3,0.18
Payment Collection Fee,20,12-NOV-2025,67892161700,S0D3E8/25/1779,71171100,COD Vendor Invoice,0,0,10.3,0.18
Courier Fee,-60,08-DEC-2025,68374151401,S0D3E8/25/2035,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68374151401,S0D3E8/25/2035,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68374151401,S0D3E8/25/2035,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68338438995,S0D3E8/25/2024,70181010,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68338438995,S0D3E8/25/2024,70181010,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68338438995,S0D3E8/25/2024,70181010,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,08-DEC-2025,68388758817,S0D3E8/25/2038,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68388758817,S0D3E8/25/2038,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68388758817,S0D3E8/25/2038,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,08-DEC-2025,68378023776,S0D3E8/25/2037,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68378023776,S0D3E8/25/2037,71131110,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68378023776,S0D3E8/25/2037,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68332204700,S0D3E8/25/2023,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68332204700,S0D3E8/25/2023,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68332204700,S0D3E8/25/2023,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68354584473,S0D3E8/25/2031,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68354584473,S0D3E8/25/2031,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68354584473,S0D3E8/25/2031,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68361460396,S0D3E8/25/2032,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68361460396,S0D3E8/25/2032,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68361460396,S0D3E8/25/2032,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68340647426,S0D3E8/25/2025,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68340647426,S0D3E8/25/2025,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68340647426,S0D3E8/25/2025,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68348599014,S0D3E8/25/2028,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,08-DEC-2025,68348599014,S0D3E8/25/2028,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,08-DEC-2025,68348599014,S0D3E8/25/2028,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,08-DEC-2025,68365366587,S0D3E8/25/2046,70181090,COD Vendor Invoice,0,0,-6.48,0.18
Marketing Fee,43.98,08-DEC-2025,68365366587,S0D3E8/25/2046,70181090,NCOD Vendor Invoice,0,0,-6.48,0.18
Payment Collection Fee,-20,08-DEC-2025,68365366587,S0D3E8/25/2046,70181090,COD Vendor Invoice,0,0,-6.48,0.18
Courier Fee,-60,09-DEC-2025,68411483884,S0D3E8/25/2057,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,09-DEC-2025,68411483884,S0D3E8/25/2057,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,09-DEC-2025,68411483884,S0D3E8/25/2057,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68398989205,S0D3E8/25/2054,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68398989205,S0D3E8/25/2054,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68398989205,S0D3E8/25/2054,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68387212117,S0D3E8/25/2049,71179010,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68387212117,S0D3E8/25/2049,71179010,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68387212117,S0D3E8/25/2049,71179010,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,08-DEC-2025,68406560161,S0D3E8/25/2056,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68406560161,S0D3E8/25/2056,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68406560161,S0D3E8/25/2056,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,08-DEC-2025,68393256117,S0D3E8/25/2050,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68393256117,S0D3E8/25/2050,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68393256117,S0D3E8/25/2050,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,08-DEC-2025,68347149630,S0D3E8/25/2026,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,08-DEC-2025,68347149630,S0D3E8/25/2026,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,08-DEC-2025,68347149630,S0D3E8/25/2026,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,-60,08-DEC-2025,68344126976,S0D3E8/25/2041,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68344126976,S0D3E8/25/2041,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68344126976,S0D3E8/25/2041,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68346186696,S0D3E8/25/2043,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68346186696,S0D3E8/25/2043,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68346186696,S0D3E8/25/2043,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68366860626,S0D3E8/25/2047,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68366860626,S0D3E8/25/2047,71131110,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68366860626,S0D3E8/25/2047,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68345398749,S0D3E8/25/2042,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68345398749,S0D3E8/25/2042,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68345398749,S0D3E8/25/2042,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68347800072,S0D3E8/25/2044,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68347800072,S0D3E8/25/2044,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68347800072,S0D3E8/25/2044,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68342955630,S0D3E8/25/2040,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68342955630,S0D3E8/25/2040,70181010,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68342955630,S0D3E8/25/2040,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68391166825,S0D3E8/25/2039,71131110,COD Vendor Invoice,0,0,-5.72,0.18
Marketing Fee,48.22,08-DEC-2025,68391166825,S0D3E8/25/2039,71131110,NCOD Vendor Invoice,0,0,-5.72,0.18
Payment Collection Fee,-20,08-DEC-2025,68391166825,S0D3E8/25/2039,71131110,COD Vendor Invoice,0,0,-5.72,0.18
Courier Fee,-60,08-DEC-2025,68353839429,S0D3E8/25/2030,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,08-DEC-2025,68353839429,S0D3E8/25/2030,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,08-DEC-2025,68353839429,S0D3E8/25/2030,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,08-DEC-2025,68349277058,S0D3E8/25/2029,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,08-DEC-2025,68349277058,S0D3E8/25/2029,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,08-DEC-2025,68349277058,S0D3E8/25/2029,71171100,COD Vendor Invoice,0,0,-10.91,0.18
